,Neighbourhood,arts_entertainment,building,education,event,food,nightlife,parks_outdoors,shops,travel
348,Petersham,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285
349,Petts Wood,0.0,0.0625,0.0,0.0,0.5625,0.125,0.0,0.1875,0.0625
350,Pimlico,0.0,0.02127659574468085,0.0,0.0,0.48936170212765956,0.06382978723404255,0.10638297872340426,0.1276595744680851,0.19148936170212766
351,Pinner,0.0,0.09090909090909091,0.0,0.0,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.0
352,Plaistow,0.2,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.2
353,Plumstead,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.6
354,Ponders End,0.0,0.125,0.0,0.0,0.375,0.125,0.0,0.375,0.0
355,Poplar,0.03409090909090909,0.022727272727272728,0.0,0.0,0.625,0.045454545454545456,0.10227272727272728,0.14772727272727273,0.022727272727272728
356,Pratt's Bottom,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
357,Preston,0.08333333333333333,0.0,0.0,0.0,0.4166666666666667,0.16666666666666666,0.0,0.25,0.08333333333333333
358,Primrose Hill,0.11538461538461539,0.0,0.0,0.0,0.38461538461538464,0.11538461538461539,0.11538461538461539,0.2692307692307692,0.0
359,Purley,0.0,0.0,0.0,0.0,0.6666666666666666,0.06666666666666667,0.0,0.2,0.06666666666666667
360,Putney,0.034482758620689655,0.0,0.0,0.0,0.6551724137931034,0.13793103448275862,0.0,0.1724137931034483,0.0
361,Queen's Park,0.0,0.13636363636363635,0.0,0.0,0.5,0.13636363636363635,0.045454545454545456,0.18181818181818182,0.0
362,Queensbury,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.16666666666666666,0.3333333333333333
363,Rainham,0.1,0.0,0.0,0.0,0.2,0.1,0.2,0.3,0.1
364,Rayners Lane,0.0,0.0,0.0,0.0,0.7894736842105263,0.05263157894736842,0.0,0.15789473684210525,0.0
365,Raynes Park,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.25
366,Redbridge,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.5
367,Richmond,0.025,0.0,0.0,0.0,0.675,0.1,0.125,0.05,0.025
368,Riddlesdown,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
369,Roehampton,0.0,0.05555555555555555,0.0,0.0,0.2777777777777778,0.1111111111111111,0.0,0.2777777777777778,0.2777777777777778
370,Romford,0.05333333333333334,0.02666666666666667,0.0,0.0,0.36,0.05333333333333334,0.02666666666666667,0.4533333333333333,0.02666666666666667
371,Rotherhithe,0.07407407407407407,0.07407407407407407,0.0,0.0,0.2962962962962963,0.037037037037037035,0.18518518518518517,0.2962962962962963,0.037037037037037035
372,Ruislip,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.25,0.08333333333333333
373,Rush Green,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.0
374,Ruxley,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.2,0.0
375,Sanderstead,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
376,Sands End,0.024390243902439025,0.07317073170731707,0.024390243902439025,0.0,0.34146341463414637,0.0975609756097561,0.12195121951219512,0.0975609756097561,0.21951219512195122
377,Selhurst,0.0,0.0,0.0,0.0,0.47368421052631576,0.10526315789473684,0.05263157894736842,0.10526315789473684,0.2631578947368421
378,Selsdon,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
379,Seven Kings,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.25
380,Seven Sisters,0.0,0.0,0.0,0.0,0.5,0.0625,0.0,0.25,0.1875
381,Shacklewell,0.0,0.04878048780487805,0.0,0.0,0.4878048780487805,0.2682926829268293,0.0,0.1951219512195122,0.0
382,Shadwell,0.07142857142857142,0.0,0.0,0.0,0.07142857142857142,0.14285714285714285,0.42857142857142855,0.0,0.2857142857142857
383,Shepherd's Bush,0.07017543859649122,0.017543859649122806,0.0,0.0,0.5789473684210527,0.10526315789473684,0.0,0.15789473684210525,0.07017543859649122
384,Shooter's Hill,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.0,0.0
385,Shoreditch,0.05,0.05,0.0,0.0,0.51,0.13,0.02,0.19,0.05
386,Sidcup,0.0,0.0,0.0,0.0,0.5714285714285714,0.07142857142857142,0.0,0.2857142857142857,0.07142857142857142
387,Silvertown,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.4,0.2
388,Sipson,0.0,0.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0.0,0.1111111111111111,0.3333333333333333
389,Slade Green,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.5
390,Snaresbrook,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
391,Soho,0.15,0.01,0.0,0.0,0.52,0.11,0.04,0.14,0.03
392,South Croydon,0.0,0.0,0.0,0.0,0.5,0.0,0.16666666666666666,0.0,0.3333333333333333
393,South Hackney,0.0,0.0,0.0,0.0,0.5,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.0
394,South Harrow,0.0,0.0,0.0,0.0,0.6470588235294118,0.058823529411764705,0.058823529411764705,0.23529411764705882,0.0
395,South Hornchurch,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.0
396,South Kensington,0.01,0.04,0.0,0.0,0.66,0.04,0.03,0.11,0.11
397,South Norwood,0.0,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.2222222222222222
398,South Ruislip,0.05263157894736842,0.05263157894736842,0.0,0.0,0.10526315789473684,0.05263157894736842,0.10526315789473684,0.5263157894736842,0.10526315789473684
399,South Tottenham,0.0,0.0,0.0,0.0,0.5217391304347826,0.08695652173913043,0.0,0.21739130434782608,0.17391304347826086
400,South Wimbledon,0.0,0.034482758620689655,0.0,0.0,0.6206896551724138,0.06896551724137931,0.0,0.10344827586206896,0.1724137931034483
401,South Woodford,0.03125,0.03125,0.0,0.0,0.5625,0.15625,0.0,0.1875,0.03125
402,Southall,0.0,0.0,0.0,0.0,0.9047619047619048,0.0,0.0,0.047619047619047616,0.047619047619047616
403,Southbank,0.14,0.05,0.0,0.0,0.43,0.14,0.09,0.09,0.06
404,Southborough,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.4,0.0
405,Southend,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0
406,Southfields,0.1,0.1,0.0,0.0,0.3,0.3,0.1,0.1,0.0
407,Southgate,0.0,0.10344827586206896,0.0,0.0,0.5862068965517241,0.10344827586206896,0.0,0.1724137931034483,0.034482758620689655
408,Spitalfields,0.03,0.03,0.0,0.0,0.61,0.13,0.02,0.11,0.07
409,St Giles,0.13,0.03,0.0,0.0,0.46,0.09,0.02,0.25,0.02
410,St Helier,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.5,0.0
411,St James's,0.17,0.03,0.0,0.0,0.4,0.12,0.08,0.16,0.04
412,St John's Wood,0.0,0.08571428571428572,0.0,0.0,0.6,0.02857142857142857,0.02857142857142857,0.22857142857142856,0.02857142857142857
413,St Johns,0.0,0.15,0.0,0.0,0.35,0.1,0.05,0.25,0.1
414,St Luke's,0.05,0.08,0.0,0.0,0.6,0.09,0.05,0.08,0.05
415,St Margarets,0.25,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0
416,St Mary Cray,0.0,0.0,0.0,0.0,0.29411764705882354,0.0,0.0,0.6470588235294118,0.058823529411764705
417,St Pancras,0.05319148936170213,0.010638297872340425,0.0,0.0,0.5106382978723404,0.06382978723404255,0.07446808510638298,0.18085106382978725,0.10638297872340426
418,St Paul's Cray,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
419,Stamford Hill,0.0,0.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0.0,0.3333333333333333,0.1111111111111111
420,Stanmore,0.0,0.0,0.0,0.0,0.6923076923076923,0.07692307692307693,0.0,0.23076923076923078,0.0
421,Stepney,0.0,0.0,0.0,0.0,0.4666666666666667,0.0,0.3333333333333333,0.13333333333333333,0.06666666666666667
422,Stockwell,0.09230769230769231,0.046153846153846156,0.0,0.0,0.4461538461538462,0.13846153846153847,0.03076923076923077,0.2153846153846154,0.03076923076923077
423,Stoke Newington,0.0,0.0,0.0,0.0,0.5238095238095238,0.2619047619047619,0.023809523809523808,0.11904761904761904,0.07142857142857142
424,Stonebridge,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
425,Stratford,0.08695652173913043,0.014492753623188406,0.0,0.0,0.42028985507246375,0.11594202898550725,0.0,0.30434782608695654,0.057971014492753624
426,Strawberry Hill,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857
427,Streatham,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.2
428,Stroud Green,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285
429,Sudbury,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.125,0.375
430,Sundridge,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.25
431,Surbiton,0.0,0.02040816326530612,0.0,0.0,0.5306122448979592,0.16326530612244897,0.02040816326530612,0.1836734693877551,0.08163265306122448
432,Surrey Quays,0.047619047619047616,0.047619047619047616,0.0,0.0,0.35714285714285715,0.047619047619047616,0.047619047619047616,0.35714285714285715,0.09523809523809523
433,Sutton,0.0,0.034482758620689655,0.0,0.0,0.3103448275862069,0.10344827586206896,0.0,0.5172413793103449,0.034482758620689655
434,Swiss Cottage,0.03508771929824561,0.017543859649122806,0.0,0.0,0.5087719298245614,0.017543859649122806,0.03508771929824561,0.2631578947368421,0.12280701754385964
435,"Sydenham (also Lower Sydenham, Upper Sydenham)",0.043478260869565216,0.08695652173913043,0.0,0.0,0.45652173913043476,0.10869565217391304,0.021739130434782608,0.2826086956521739,0.0
436,Sydenham Hill,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0
437,Teddington,0.0,0.05405405405405406,0.0,0.0,0.5405405405405406,0.13513513513513514,0.02702702702702703,0.16216216216216217,0.08108108108108109
438,Temple,0.08,0.08,0.0,0.0,0.49333333333333335,0.16,0.09333333333333334,0.02666666666666667,0.06666666666666667
439,Temple Fortune,0.0,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.38461538461538464,0.0
440,Thamesmead,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.0
441,The Hale,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0
442,The Hyde,0.0,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.5555555555555556,0.1111111111111111
443,Thornton Heath,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.6,0.0
444,Tokyngton,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.4
445,Tolworth,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0
446,Tooting,0.0,0.0,0.0,0.0,0.5384615384615384,0.19230769230769232,0.0,0.23076923076923078,0.038461538461538464
447,Tooting Bec,0.0,0.0,0.0,0.0,0.5283018867924528,0.20754716981132076,0.0,0.22641509433962265,0.03773584905660377
448,Tottenham,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857
449,Tottenham Green,0.034482758620689655,0.06896551724137931,0.0,0.0,0.4827586206896552,0.10344827586206896,0.034482758620689655,0.1724137931034483,0.10344827586206896
450,Tottenham Hale,0.0,0.08108108108108109,0.0,0.0,0.32432432432432434,0.10810810810810811,0.16216216216216217,0.24324324324324326,0.08108108108108109
451,Totteridge,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
452,Tower Hill,0.11688311688311688,0.03896103896103896,0.0,0.0,0.38961038961038963,0.1038961038961039,0.14285714285714285,0.025974025974025976,0.18181818181818182
453,Tufnell Park,0.05714285714285714,0.02857142857142857,0.0,0.0,0.5714285714285714,0.08571428571428572,0.05714285714285714,0.11428571428571428,0.08571428571428572
454,Tulse Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25
455,Turnpike Lane,0.0,0.023809523809523808,0.023809523809523808,0.0,0.5,0.07142857142857142,0.023809523809523808,0.3333333333333333,0.023809523809523808
456,Twickenham,0.0,0.25,0.0,0.0,0.25,0.375,0.0,0.0,0.125
457,Upminster,0.0,0.0,0.0,0.0,0.41379310344827586,0.06896551724137931,0.034482758620689655,0.20689655172413793,0.27586206896551724
458,Upminster Bridge,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285
459,Upper Clapton,0.07692307692307693,0.0,0.0,0.0,0.5384615384615384,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.0
460,Upper Holloway,0.0,0.02857142857142857,0.0,0.0,0.5142857142857142,0.11428571428571428,0.02857142857142857,0.17142857142857143,0.14285714285714285
461,Upper Norwood,0.0,0.0,0.0,0.0,0.7857142857142857,0.03571428571428571,0.07142857142857142,0.10714285714285714,0.0
462,Upper Ruxley,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
463,Upper Walthamstow,0.0,0.0,0.0,0.0,0.25,0.25,0.125,0.25,0.125
464,Upton,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0
465,Upton Park,0.0,0.07142857142857142,0.0,0.0,0.35714285714285715,0.07142857142857142,0.0,0.42857142857142855,0.07142857142857142
466,Uxbridge,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
467,Vauxhall,0.05405405405405406,0.08108108108108109,0.0,0.0,0.35135135135135137,0.21621621621621623,0.10810810810810811,0.16216216216216217,0.02702702702702703
468,Waddon,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
469,Walthamstow,0.0625,0.0,0.0,0.0,0.5,0.25,0.125,0.0625,0.0
470,Walthamstow Village,0.09090909090909091,0.0,0.0,0.0,0.5909090909090909,0.22727272727272727,0.0,0.045454545454545456,0.045454545454545456
471,Walworth,0.034482758620689655,0.0,0.0,0.0,0.5862068965517241,0.0,0.0,0.3103448275862069,0.06896551724137931
472,Wandsworth,0.030303030303030304,0.030303030303030304,0.0,0.0,0.36363636363636365,0.12121212121212122,0.030303030303030304,0.3939393939393939,0.030303030303030304
473,Wanstead,0.0,0.0,0.0,0.0,0.6551724137931034,0.10344827586206896,0.06896551724137931,0.1724137931034483,0.0
474,Wapping,0.030303030303030304,0.09090909090909091,0.0,0.0,0.36363636363636365,0.09090909090909091,0.24242424242424243,0.18181818181818182,0.0
475,Waterloo,0.08695652173913043,0.043478260869565216,0.0,0.0,0.4782608695652174,0.14492753623188406,0.014492753623188406,0.08695652173913043,0.14492753623188406
476,Wealdstone,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.25,0.125
477,Well Hall,0.1111111111111111,0.1111111111111111,0.0,0.0,0.3333333333333333,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111
478,Welling,0.0,0.0,0.0,0.0,0.6666666666666666,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0
479,Wembley,0.0,0.06451612903225806,0.0,0.0,0.41935483870967744,0.06451612903225806,0.03225806451612903,0.3870967741935484,0.03225806451612903
480,Wembley Park,0.0,0.0,0.0,0.0,0.5238095238095238,0.09523809523809523,0.047619047619047616,0.23809523809523808,0.09523809523809523
481,Wennington,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
482,West Brompton,0.2222222222222222,0.05555555555555555,0.0,0.0,0.3333333333333333,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.05555555555555555
483,West Drayton,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.25
484,West Ealing,0.0,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0
485,West Green,0.0,0.0,0.0,0.0,0.5,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.0
486,West Hackney,0.01694915254237288,0.0,0.0,0.0,0.559322033898305,0.22033898305084745,0.03389830508474576,0.15254237288135594,0.01694915254237288
487,West Ham,0.0,0.14285714285714285,0.0,0.0,0.5714285714285714,0.0,0.14285714285714285,0.0,0.14285714285714285
488,West Hampstead,0.07407407407407407,0.037037037037037035,0.0,0.0,0.6666666666666666,0.07407407407407407,0.037037037037037035,0.1111111111111111,0.0
489,West Harrow,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.4,0.2
490,West Hendon,0.0,0.0,0.0,0.0,0.25,0.0,0.08333333333333333,0.3333333333333333,0.3333333333333333
491,West Kensington,0.06666666666666667,0.0,0.0,0.0,0.5666666666666667,0.1,0.03333333333333333,0.13333333333333333,0.1
492,West Norwood,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
493,West Wickham,0.0,0.0,0.0,0.0,0.42857142857142855,0.07142857142857142,0.07142857142857142,0.42857142857142855,0.0
494,Westcombe Park,0.0,0.0,0.0,0.0,0.45454545454545453,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.2727272727272727
495,Westminster,0.010752688172043012,0.021505376344086023,0.0,0.0,0.7096774193548387,0.06451612903225806,0.010752688172043012,0.12903225806451613,0.053763440860215055
496,Whetstone,0.0,0.0,0.0,0.0,0.4,0.2,0.4,0.0,0.0
497,White City,0.041666666666666664,0.125,0.0,0.0,0.5,0.0,0.125,0.16666666666666666,0.041666666666666664
498,Whitechapel,0.03,0.03,0.0,0.0,0.61,0.13,0.02,0.11,0.07
499,Whitton,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.0
500,Widmore (also Widmore Green),0.1111111111111111,0.1111111111111111,0.0,0.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0
501,Willesden,0.0,0.05,0.0,0.0,0.75,0.0,0.05,0.15,0.0
502,Wimbledon,0.027777777777777776,0.05555555555555555,0.0,0.0,0.4861111111111111,0.1527777777777778,0.013888888888888888,0.2361111111111111,0.027777777777777776
503,Winchmore Hill,0.0,0.0,0.0,0.0,0.5555555555555556,0.2222222222222222,0.0,0.0,0.2222222222222222
504,Wood Green,0.07142857142857142,0.07142857142857142,0.0,0.0,0.4642857142857143,0.17857142857142858,0.0,0.14285714285714285,0.07142857142857142
505,Woodford,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.2222222222222222,0.2222222222222222
506,Woodford Green,0.2,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.0
507,Woodlands,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.0,0.0
508,Woodside,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.25
509,Woodside Park,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0
510,Woolwich,0.0,0.0,0.0,0.0,0.5,0.07142857142857142,0.03571428571428571,0.35714285714285715,0.03571428571428571
511,Worcester Park,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0
512,Wormwood Scrubs,0.2,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.2
513,Yeading,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.25
514,Yiewsley,0.0,0.0,0.0,0.0,0.1,0.15,0.1,0.25,0.4
